variant,seed,popped_count,terminated,steps,simulation_time,target_switch_count,mean_target_dwell_time,last_target_index,runtime_sec,error
cluster_predictive,0,0,True,1577,15.77,4,2.45,3,61.392760218004696,
cluster_predictive,1,0,True,3761,37.61,10,3.0990909090909096,71,95.34401029197033,
cluster_predictive,2,0,True,3320,33.2,10,2.6981818181818182,46,78.78154213400558,
cluster_predictive,3,0,True,1340,13.4,3,2.47,5,76.02377595892176,
cluster_predictive,4,0,True,1619,16.19,4,2.534,44,58.71093221602496,
cluster_predictive,5,0,True,1547,15.47,3,2.9875000000000003,12,56.115308688022196,
cluster_predictive,6,0,True,3144,31.44,8,3.102222222222222,69,88.6356379899662,
cluster_predictive,7,0,True,3073,30.73,6,3.8871428571428575,80,105.70954470592551,
cluster_predictive,8,0,True,1408,14.08,3,2.64,79,78.57874001795426,
cluster_predictive,9,0,True,1343,13.43,4,1.982,87,54.76822542690206,
cluster_predictive,10,0,True,3622,36.22,14,2.18,96,137.50849628204014,
cluster_predictive,11,0,True,1653,16.53,7,1.62625,34,51.47876679489855,
cluster_predictive,12,0,True,2517,25.17,13,1.5464285714285715,53,67.01493961992674,
cluster_predictive,13,0,True,1466,14.66,6,1.5914285714285714,86,50.067018800997175,
cluster_predictive,14,0,True,1692,16.92,4,2.68,60,65.87356338405516,
cluster_predictive,15,0,True,1612,16.12,9,1.26,48,82.58620472601615,
cluster_predictive,16,0,True,2063,20.63,6,2.444285714285715,35,71.95116782805417,
cluster_predictive,17,0,True,1307,13.07,4,1.9100000000000001,15,55.10735697194468,
cluster_predictive,18,0,True,1148,11.48,5,1.3266666666666669,10,45.21996000595391,
cluster_predictive,19,1,True,1739,17.39,8,1.541111111111111,6,74.30253167601768,
cluster_predictive,20,0,True,1512,15.120000000000001,4,2.32,83,60.76838988799136,
cluster_predictive,21,0,True,1366,13.66,1,5.07,20,67.5008219059091,
cluster_predictive,22,0,True,1657,16.57,2,4.35,95,56.39965199807193,
cluster_predictive,23,0,True,2580,25.8,16,1.3105882352941176,66,95.33029229694512,
cluster_predictive,24,0,True,1651,16.51,9,1.299,92,64.1440401750151,
cluster_predictive,25,0,True,2987,29.87,9,2.635,0,90.40437812299933,
cluster_predictive,26,0,True,1529,15.290000000000001,1,5.885000000000001,21,68.98925249709282,
cluster_predictive,27,0,True,1587,15.870000000000001,4,2.47,22,72.30632233503275,
cluster_predictive,28,0,True,1476,14.76,5,1.8733333333333333,71,65.90447989699896,
cluster_predictive,29,0,True,1492,14.92,4,2.2800000000000002,94,66.165965504013,
cluster_predictive,30,0,True,4000,40.0,6,5.211428571428572,60,126.14208441704977,
cluster_predictive,31,0,True,1512,15.120000000000001,9,1.16,5,74.15736798697617,
cluster_predictive,32,0,True,1767,17.67,6,2.0214285714285714,41,67.84049260104075,
cluster_predictive,33,0,True,1819,18.19,1,7.335,4,75.42336568597239,
cluster_predictive,34,0,True,1990,19.900000000000002,4,3.2760000000000007,63,69.7023744530743,
cluster_predictive,35,0,True,3261,32.61,9,2.909,91,104.44433701201342,
cluster_predictive,36,0,True,3626,36.26,10,2.9763636363636365,26,113.4606599630788,
cluster_predictive,37,0,True,1798,17.98,6,2.0657142857142854,68,74.83895776805002,
cluster_predictive,38,0,True,1769,17.69,6,2.0242857142857145,1,68.19047322799452,
